,longitude,latitude,thickness
2320,-19.5,83.5,4.0
2321,-18.5,83.5,4.0
2322,-17.5,83.5,4.0
2323,-16.5,83.5,4.0
2324,-15.5,83.5,4.0
2325,-14.5,83.5,4.0
2326,-13.5,83.5,3.0
2327,-12.5,83.5,3.0
2328,-11.5,83.5,3.0
2329,-10.5,83.5,3.0
2330,-9.5,83.5,3.0
2331,-8.5,83.5,3.0
2332,-7.5,83.5,3.0
2333,-6.5,83.5,3.0
2334,-5.5,83.5,3.0
2335,-4.5,83.5,3.0
2336,-3.5,83.5,3.0
2337,-2.5,83.5,2.0
2338,-1.5,83.5,2.0
2339,-0.5,83.5,2.0
2340,0.5,83.5,2.0
2341,1.5,83.5,2.0
2342,2.5,83.5,2.0
2343,3.5,83.5,2.0
2344,4.5,83.5,2.0
2345,5.5,83.5,2.0
2346,6.5,83.5,2.0
2347,7.5,83.5,2.0
2348,8.5,83.5,2.0
2349,9.5,83.5,2.0
2350,10.5,83.5,2.0
2351,11.5,83.5,2.0
2352,12.5,83.5,2.0
2353,13.5,83.5,2.0
2354,14.5,83.5,2.0
2355,15.5,83.5,2.0
2356,16.5,83.5,1.0
2357,17.5,83.5,1.0
2358,18.5,83.5,1.0
2359,19.5,83.5,1.0
2360,20.5,83.5,1.0
2361,21.5,83.5,1.0
2362,22.5,83.5,1.0
2363,23.5,83.5,1.0
2364,24.5,83.5,1.0
2365,25.5,83.5,1.0
2366,26.5,83.5,1.0
2367,27.5,83.5,1.0
2368,28.5,83.5,1.0
2369,29.5,83.5,1.0
2370,30.5,83.5,1.0
2371,31.5,83.5,1.0
2372,32.5,83.5,1.0
2373,33.5,83.5,1.0
2374,34.5,83.5,1.0
2375,35.5,83.5,1.0
2376,36.5,83.5,1.0
2377,37.5,83.5,1.0
2378,38.5,83.5,1.0
2379,39.5,83.5,1.0
2380,40.5,83.5,1.0
2381,41.5,83.5,1.0
2382,42.5,83.5,1.0
2383,43.5,83.5,1.0
2384,44.5,83.5,1.0
2385,45.5,83.5,1.0
2386,46.5,83.5,1.0
2387,47.5,83.5,1.0
2388,48.5,83.5,1.0
2389,49.5,83.5,1.0
2390,50.5,83.5,1.0
2391,51.5,83.5,1.0
2392,52.5,83.5,1.0
2393,53.5,83.5,1.0
2394,54.5,83.5,1.0
2395,55.5,83.5,1.0
2396,56.5,83.5,1.0
2397,57.5,83.5,1.0
2398,58.5,83.5,1.0
2399,59.5,83.5,1.0
2400,60.5,83.5,1.0
2401,61.5,83.5,1.0
2402,62.5,83.5,1.0
2403,63.5,83.5,1.0
2404,64.5,83.5,1.0
2405,65.5,83.5,1.0
2406,66.5,83.5,1.0
2407,67.5,83.5,1.0
2408,68.5,83.5,1.0
2409,69.5,83.5,1.0
2410,70.5,83.5,1.0
2411,71.5,83.5,1.0
2412,72.5,83.5,1.0
2413,73.5,83.5,1.0
2414,74.5,83.5,1.0
2415,75.5,83.5,1.0
2416,76.5,83.5,1.0
2417,77.5,83.5,1.0
2418,78.5,83.5,1.0
2419,79.5,83.5,1.0
2420,80.5,83.5,1.0
2421,81.5,83.5,1.0
2422,82.5,83.5,1.0
2423,83.5,83.5,1.0
2424,84.5,83.5,1.0
2425,85.5,83.5,1.0
2426,86.5,83.5,1.0
2427,87.5,83.5,1.0
2428,88.5,83.5,1.0
2429,89.5,83.5,1.0
2430,90.5,83.5,1.0
2431,91.5,83.5,1.0
2432,92.5,83.5,1.0
2433,93.5,83.5,1.0
2434,94.5,83.5,1.0
2435,95.5,83.5,1.0
2436,96.5,83.5,1.0
2437,97.5,83.5,1.0
2438,98.5,83.5,1.0
2439,99.5,83.5,1.0
2440,100.5,83.5,1.0
2441,101.5,83.5,1.0
2442,102.5,83.5,1.0
2443,103.5,83.5,1.0
2444,104.5,83.5,1.0
2445,105.5,83.5,1.0
2446,106.5,83.5,1.0
2447,107.5,83.5,1.0
2448,108.5,83.5,1.0
2449,109.5,83.5,1.0
2450,110.5,83.5,1.0
2451,111.5,83.5,1.0
2452,112.5,83.5,1.0
2453,113.5,83.5,1.0
2454,114.5,83.5,1.0
2455,115.5,83.5,1.0
2456,116.5,83.5,1.0
2457,117.5,83.5,1.0
2458,118.5,83.5,1.0
2459,119.5,83.5,1.0
2460,120.5,83.5,1.0
2461,121.5,83.5,1.0
2462,122.5,83.5,1.0
2463,123.5,83.5,1.0
2464,124.5,83.5,1.0
2465,125.5,83.5,1.0
2466,126.5,83.5,1.0
2467,127.5,83.5,1.0
2468,128.5,83.5,1.0
2469,129.5,83.5,1.0
2470,130.5,83.5,1.0
2471,131.5,83.5,1.0
2472,132.5,83.5,1.0
2473,133.5,83.5,1.0
2474,134.5,83.5,2.0
2475,135.5,83.5,2.0
2476,136.5,83.5,2.0
2477,137.5,83.5,2.0
2478,138.5,83.5,2.0
2479,139.5,83.5,2.0
2480,140.5,83.5,2.0
2481,141.5,83.5,2.0
2482,142.5,83.5,2.0
2483,143.5,83.5,2.0
2484,144.5,83.5,2.0
2485,145.5,83.5,2.0
2486,146.5,83.5,2.0
2487,147.5,83.5,2.0
2488,148.5,83.5,2.0
2489,149.5,83.5,2.0
2490,150.5,83.5,2.0
2491,151.5,83.5,2.0
2492,152.5,83.5,2.0
2493,153.5,83.5,3.0
2494,154.5,83.5,3.0
2495,155.5,83.5,3.0
2496,156.5,83.5,3.0
2497,157.5,83.5,3.0
2498,158.5,83.5,3.0
2499,159.5,83.5,3.0
2500,160.5,83.5,3.0
2501,161.5,83.5,3.0
2502,162.5,83.5,3.0
2503,163.5,83.5,3.0
2504,164.5,83.5,3.0
2505,165.5,83.5,3.0
2506,166.5,83.5,3.0
2507,167.5,83.5,3.0
2508,168.5,83.5,3.0
2509,169.5,83.5,3.0
2510,170.5,83.5,3.0
2511,171.5,83.5,3.0
2512,172.5,83.5,3.0
2513,173.5,83.5,3.0
2514,174.5,83.5,4.0
2515,175.5,83.5,4.0
2516,176.5,83.5,4.0
2517,177.5,83.5,4.0
2518,178.5,83.5,4.0
2519,179.5,83.5,4.0
2520,-179.5,82.5,4.0
2521,-178.5,82.5,4.0
2522,-177.5,82.5,4.0
2523,-176.5,82.5,4.0
2524,-175.5,82.5,4.0
2525,-174.5,82.5,4.0
2526,-173.5,82.5,4.0
2527,-172.5,82.5,4.0
2528,-171.5,82.5,4.0
2529,-170.5,82.5,4.0
2530,-169.5,82.5,4.0
2531,-168.5,82.5,4.0
2532,-167.5,82.5,4.0
2533,-166.5,82.5,4.0
2534,-165.5,82.5,4.0
2535,-164.5,82.5,4.0
2536,-163.5,82.5,4.0
2537,-162.5,82.5,4.0
2538,-161.5,82.5,4.0
2539,-160.5,82.5,4.0
2540,-159.5,82.5,4.0
2541,-158.5,82.5,4.0
2542,-157.5,82.5,4.0
2543,-156.5,82.5,4.0
2544,-155.5,82.5,4.0
2545,-154.5,82.5,4.0
2546,-153.5,82.5,4.0
2547,-152.5,82.5,4.0
2548,-151.5,82.5,4.0
2549,-150.5,82.5,4.0
2550,-149.5,82.5,4.0
2551,-148.5,82.5,4.0
2552,-147.5,82.5,4.0
2553,-146.5,82.5,4.0
2554,-145.5,82.5,4.0
2555,-144.5,82.5,4.0
2556,-143.5,82.5,4.0
2557,-142.5,82.5,4.0
2558,-141.5,82.5,4.0
2559,-140.5,82.5,4.0
2560,-139.5,82.5,4.0
2561,-138.5,82.5,4.0
2562,-137.5,82.5,4.0
2563,-136.5,82.5,4.0
2564,-135.5,82.5,4.0
2565,-134.5,82.5,4.0
2566,-133.5,82.5,4.0
2567,-132.5,82.5,4.0
2568,-131.5,82.5,4.0
2569,-130.5,82.5,4.0
2570,-129.5,82.5,4.0
2571,-128.5,82.5,4.0
2572,-127.5,82.5,4.0
2573,-126.5,82.5,4.0
2574,-125.5,82.5,4.0
2575,-124.5,82.5,4.0
2576,-123.5,82.5,4.0
2577,-122.5,82.5,4.0
2578,-121.5,82.5,4.0
2579,-120.5,82.5,4.0
2580,-119.5,82.5,4.0
2581,-118.5,82.5,4.0
2582,-117.5,82.5,4.0
2583,-116.5,82.5,4.0
2584,-115.5,82.5,5.0
2585,-114.5,82.5,5.0
2586,-113.5,82.5,5.0
2587,-112.5,82.5,5.0
2588,-111.5,82.5,5.0
2589,-110.5,82.5,5.0
2590,-109.5,82.5,5.0
2591,-108.5,82.5,5.0
2592,-107.5,82.5,5.0
2593,-106.5,82.5,5.0
2594,-105.5,82.5,5.0
2595,-104.5,82.5,5.0
2596,-103.5,82.5,6.0
2597,-102.5,82.5,6.0
2598,-101.5,82.5,6.0
2599,-100.5,82.5,6.0
2600,-99.5,82.5,6.0
2601,-98.5,82.5,6.0
2602,-97.5,82.5,6.0
2603,-96.5,82.5,7.0
2604,-95.5,82.5,7.0
2605,-94.5,82.5,7.0
2606,-93.5,82.5,7.0
2607,-92.5,82.5,7.0
2608,-91.5,82.5,7.0
2609,-90.5,82.5,7.0
2610,-89.5,82.5,7.0
2611,-88.5,82.5,7.0
2612,-87.5,82.5,7.0
2613,-86.5,82.5,7.0
2614,-85.5,82.5,7.0
2615,-84.5,82.5,7.0
2616,-83.5,82.5,7.0
2617,-82.5,82.5,168.0
2618,-81.5,82.5,168.0
2619,-80.5,82.5,168.0
2620,-79.5,82.5,168.0
2621,-78.5,82.5,168.0
2622,-77.5,82.5,168.0
2623,-76.5,82.5,168.0
2624,-75.5,82.5,168.0
2625,-74.5,82.5,168.0
2626,-73.5,82.5,168.0
2627,-72.5,82.5,168.0
2628,-71.5,82.5,168.0
2629,-70.5,82.5,168.0
2630,-69.5,82.5,168.0
2631,-68.5,82.5,168.0
2632,-67.5,82.5,168.0
2633,-66.5,82.5,168.0
2634,-65.5,82.5,168.0
2635,-64.5,82.5,168.0
2636,-63.5,82.5,168.0
2637,-62.5,82.5,168.0
2638,-61.5,82.5,7.0
2639,-60.5,82.5,7.0
2640,-59.5,82.5,7.0
2641,-58.5,82.5,7.0
2642,-57.5,82.5,7.0
2643,-56.5,82.5,7.0
2644,-55.5,82.5,7.0
2645,-54.5,82.5,7.0
2646,-53.5,82.5,7.0
2647,-52.5,82.5,7.0
2648,-51.5,82.5,7.0
2649,-50.5,82.5,7.0
2650,-49.5,82.5,7.0
2651,-48.5,82.5,7.0
2652,-47.5,82.5,7.0
2653,-46.5,82.5,168.0
2654,-45.5,82.5,168.0
2655,-44.5,82.5,168.0
2656,-43.5,82.5,168.0
2657,-42.5,82.5,168.0
2658,-41.5,82.5,168.0
2659,-40.5,82.5,168.0
2660,-39.5,82.5,168.0
2661,-38.5,82.5,168.0
2662,-37.5,82.5,168.0
2663,-36.5,82.5,168.0
2664,-35.5,82.5,168.0
2665,-34.5,82.5,168.0
2666,-33.5,82.5,168.0
2667,-32.5,82.5,168.0
2668,-31.5,82.5,168.0
2669,-30.5,82.5,168.0
2670,-29.5,82.5,168.0
2671,-28.5,82.5,168.0
2672,-27.5,82.5,168.0
2673,-26.5,82.5,168.0
2674,-25.5,82.5,168.0
2675,-24.5,82.5,168.0
2676,-23.5,82.5,168.0
2677,-22.5,82.5,168.0
2678,-21.5,82.5,168.0
2679,-20.5,82.5,4.0
2680,-19.5,82.5,4.0
2681,-18.5,82.5,4.0
2682,-17.5,82.5,4.0
2683,-16.5,82.5,4.0
2684,-15.5,82.5,4.0
2685,-14.5,82.5,4.0
2686,-13.5,82.5,3.0
2687,-12.5,82.5,3.0
2688,-11.5,82.5,3.0
2689,-10.5,82.5,3.0
2690,-9.5,82.5,3.0
2691,-8.5,82.5,3.0
2692,-7.5,82.5,3.0
2693,-6.5,82.5,2.0
2694,-5.5,82.5,2.0
2695,-4.5,82.5,2.0
2696,-3.5,82.5,2.0
2697,-2.5,82.5,2.0
2698,-1.5,82.5,2.0
2699,-0.5,82.5,2.0
2700,0.5,82.5,2.0
2701,1.5,82.5,2.0
2702,2.5,82.5,2.0
2703,3.5,82.5,2.0
2704,4.5,82.5,1.0
2705,5.5,82.5,1.0
2706,6.5,82.5,1.0
2707,7.5,82.5,1.0
2708,8.5,82.5,1.0
2709,9.5,82.5,1.0
2710,10.5,82.5,1.0
2711,11.5,82.5,1.0
2712,12.5,82.5,1.0
2713,13.5,82.5,1.0
2714,14.5,82.5,1.0
2715,15.5,82.5,1.0
2716,16.5,82.5,1.0
2717,17.5,82.5,1.0
2718,18.5,82.5,1.0
2719,19.5,82.5,1.0
2720,20.5,82.5,1.0
2721,21.5,82.5,1.0
2722,22.5,82.5,1.0
2723,23.5,82.5,1.0
2724,24.5,82.5,1.0
2725,25.5,82.5,1.0
2726,26.5,82.5,1.0
2727,27.5,82.5,1.0
2728,28.5,82.5,1.0
2729,29.5,82.5,1.0
2730,30.5,82.5,1.0
2731,31.5,82.5,1.0
2732,32.5,82.5,1.0
2733,33.5,82.5,1.0
2734,34.5,82.5,1.0
2735,35.5,82.5,1.0
2736,36.5,82.5,1.0
2737,37.5,82.5,1.0
2738,38.5,82.5,1.0
2739,39.5,82.5,1.0
2740,40.5,82.5,1.0
2741,41.5,82.5,1.0
2742,42.5,82.5,1.0
2743,43.5,82.5,1.0
2744,44.5,82.5,1.0
2745,45.5,82.5,1.0
2746,46.5,82.5,1.0
2747,47.5,82.5,1.0
2748,48.5,82.5,1.0
2749,49.5,82.5,1.0
2750,50.5,82.5,1.0
2751,51.5,82.5,1.0
2752,52.5,82.5,1.0
2753,53.5,82.5,1.0
2754,54.5,82.5,1.0
2755,55.5,82.5,1.0
2756,56.5,82.5,1.0
2757,57.5,82.5,1.0
2758,58.5,82.5,1.0
2759,59.5,82.5,1.0
2760,60.5,82.5,1.0
2761,61.5,82.5,1.0
2762,62.5,82.5,1.0
2763,63.5,82.5,1.0
2764,64.5,82.5,1.0
2765,65.5,82.5,1.0
2766,66.5,82.5,1.0
2767,67.5,82.5,1.0
2768,68.5,82.5,1.0
2769,69.5,82.5,1.0
2770,70.5,82.5,1.0
2771,71.5,82.5,1.0
2772,72.5,82.5,1.0
2773,73.5,82.5,1.0
2774,74.5,82.5,1.0
2775,75.5,82.5,1.0
2776,76.5,82.5,1.0
2777,77.5,82.5,1.0
2778,78.5,82.5,1.0
2779,79.5,82.5,1.0
2780,80.5,82.5,1.0
2781,81.5,82.5,1.0
2782,82.5,82.5,1.0
2783,83.5,82.5,1.0
2784,84.5,82.5,1.0
2785,85.5,82.5,1.0
2786,86.5,82.5,1.0
2787,87.5,82.5,1.0
2788,88.5,82.5,1.0
2789,89.5,82.5,1.0
2790,90.5,82.5,1.0
2791,91.5,82.5,1.0
2792,92.5,82.5,1.0
2793,93.5,82.5,1.0
2794,94.5,82.5,1.0
2795,95.5,82.5,1.0
2796,96.5,82.5,1.0
2797,97.5,82.5,1.0
2798,98.5,82.5,1.0
2799,99.5,82.5,1.0
2800,100.5,82.5,1.0
2801,101.5,82.5,1.0
2802,102.5,82.5,1.0
2803,103.5,82.5,1.0
2804,104.5,82.5,1.0
2805,105.5,82.5,1.0
2806,106.5,82.5,1.0
2807,107.5,82.5,1.0
2808,108.5,82.5,1.0
2809,109.5,82.5,1.0
2810,110.5,82.5,1.0
2811,111.5,82.5,1.0
2812,112.5,82.5,1.0
2813,113.5,82.5,1.0
2814,114.5,82.5,1.0
2815,115.5,82.5,1.0
2816,116.5,82.5,1.0
2817,117.5,82.5,1.0
2818,118.5,82.5,1.0
2819,119.5,82.5,1.0
2820,120.5,82.5,1.0
2821,121.5,82.5,1.0
2822,122.5,82.5,1.0
2823,123.5,82.5,1.0
2824,124.5,82.5,1.0
2825,125.5,82.5,1.0
2826,126.5,82.5,1.0
2827,127.5,82.5,1.0
2828,128.5,82.5,1.0
2829,129.5,82.5,1.0
2830,130.5,82.5,1.0
2831,131.5,82.5,1.0
2832,132.5,82.5,1.0
2833,133.5,82.5,1.0
2834,134.5,82.5,1.0
2835,135.5,82.5,1.0
2836,136.5,82.5,1.0
2837,137.5,82.5,1.0
2838,138.5,82.5,1.0
2839,139.5,82.5,1.0
2840,140.5,82.5,1.0
2841,141.5,82.5,2.0
2842,142.5,82.5,2.0
2843,143.5,82.5,2.0
2844,144.5,82.5,2.0
2845,145.5,82.5,2.0
2846,146.5,82.5,2.0
2847,147.5,82.5,2.0
2848,148.5,82.5,2.0
2849,149.5,82.5,2.0
2850,150.5,82.5,2.0
2851,151.5,82.5,2.0
2852,152.5,82.5,2.0
2853,153.5,82.5,2.0
2854,154.5,82.5,3.0
2855,155.5,82.5,3.0
2856,156.5,82.5,3.0
2857,157.5,82.5,3.0
2858,158.5,82.5,3.0
2859,159.5,82.5,3.0
2860,160.5,82.5,3.0
2861,161.5,82.5,3.0
2862,162.5,82.5,3.0
2863,163.5,82.5,3.0
2864,164.5,82.5,3.0
2865,165.5,82.5,3.0
2866,166.5,82.5,3.0
2867,167.5,82.5,3.0
2868,168.5,82.5,3.0
2869,169.5,82.5,3.0
2870,170.5,82.5,3.0
2871,171.5,82.5,3.0
2872,172.5,82.5,3.0
2873,173.5,82.5,3.0
2874,174.5,82.5,3.0
2875,175.5,82.5,4.0
2876,176.5,82.5,4.0
2877,177.5,82.5,4.0
2878,178.5,82.5,4.0
2879,179.5,82.5,4.0
2880,-179.5,81.5,4.0
2881,-178.5,81.5,4.0
2882,-177.5,81.5,4.0
2883,-176.5,81.5,4.0
2884,-175.5,81.5,4.0
2885,-174.5,81.5,4.0
2886,-173.5,81.5,4.0
2887,-172.5,81.5,4.0
2888,-171.5,81.5,4.0
2889,-170.5,81.5,4.0
2890,-169.5,81.5,4.0
2891,-168.5,81.5,4.0
2892,-167.5,81.5,4.0
2893,-166.5,81.5,4.0
2894,-165.5,81.5,4.0
2895,-164.5,81.5,4.0
2896,-163.5,81.5,4.0
2897,-162.5,81.5,4.0
2898,-161.5,81.5,4.0
2899,-160.5,81.5,4.0
2900,-159.5,81.5,4.0
2901,-158.5,81.5,4.0
2902,-157.5,81.5,4.0
2903,-156.5,81.5,4.0
2904,-155.5,81.5,4.0
2905,-154.5,81.5,4.0
2906,-153.5,81.5,4.0
2907,-152.5,81.5,4.0
2908,-151.5,81.5,4.0
2909,-150.5,81.5,4.0
2910,-149.5,81.5,4.0
2911,-148.5,81.5,4.0
2912,-147.5,81.5,4.0
2913,-146.5,81.5,4.0
2914,-145.5,81.5,4.0
2915,-144.5,81.5,4.0
2916,-143.5,81.5,4.0
2917,-142.5,81.5,4.0
2918,-141.5,81.5,4.0
2919,-140.5,81.5,4.0
2920,-139.5,81.5,4.0
2921,-138.5,81.5,4.0
2922,-137.5,81.5,4.0
2923,-136.5,81.5,4.0
2924,-135.5,81.5,4.0
2925,-134.5,81.5,4.0
2926,-133.5,81.5,4.0
2927,-132.5,81.5,4.0
2928,-131.5,81.5,4.0
2929,-130.5,81.5,4.0
2930,-129.5,81.5,4.0
2931,-128.5,81.5,4.0
2932,-127.5,81.5,4.0
2933,-126.5,81.5,4.0
2934,-125.5,81.5,4.0
2935,-124.5,81.5,4.0
2936,-123.5,81.5,4.0
2937,-122.5,81.5,4.0
2938,-121.5,81.5,4.0
2939,-120.5,81.5,4.0
2940,-119.5,81.5,4.0
2941,-118.5,81.5,4.0
2942,-117.5,81.5,4.0
2943,-116.5,81.5,5.0
2944,-115.5,81.5,5.0
2945,-114.5,81.5,5.0
2946,-113.5,81.5,5.0
2947,-112.5,81.5,5.0
2948,-111.5,81.5,5.0
2949,-110.5,81.5,5.0
2950,-109.5,81.5,5.0
2951,-108.5,81.5,5.0
2952,-107.5,81.5,6.0
2953,-106.5,81.5,6.0
2954,-105.5,81.5,6.0
2955,-104.5,81.5,6.0
2956,-103.5,81.5,6.0
2957,-102.5,81.5,6.0
2958,-101.5,81.5,7.0
2959,-100.5,81.5,7.0
2960,-99.5,81.5,7.0
2961,-98.5,81.5,7.0
2962,-97.5,81.5,7.0
2963,-96.5,81.5,7.0
2964,-95.5,81.5,7.0
2965,-94.5,81.5,7.0
2966,-93.5,81.5,7.0
2967,-92.5,81.5,7.0
2968,-91.5,81.5,7.0
2969,-90.5,81.5,7.0
2970,-89.5,81.5,168.0
2971,-88.5,81.5,168.0
2972,-87.5,81.5,168.0
2973,-86.5,81.5,168.0
2974,-85.5,81.5,168.0
2975,-84.5,81.5,168.0
2976,-83.5,81.5,168.0
2977,-82.5,81.5,168.0
2978,-81.5,81.5,168.0
2979,-80.5,81.5,168.0
2980,-79.5,81.5,168.0
2981,-78.5,81.5,168.0
2982,-77.5,81.5,168.0
2983,-76.5,81.5,168.0
2984,-75.5,81.5,168.0
2985,-74.5,81.5,168.0
2986,-73.5,81.5,168.0
2987,-72.5,81.5,168.0
2988,-71.5,81.5,168.0
2989,-70.5,81.5,168.0
2990,-69.5,81.5,168.0
2991,-68.5,81.5,168.0
2992,-67.5,81.5,168.0
2993,-66.5,81.5,168.0
2994,-65.5,81.5,168.0
2995,-64.5,81.5,168.0
2996,-63.5,81.5,0.0
2997,-62.5,81.5,0.0
2998,-61.5,81.5,0.0
2999,-60.5,81.5,168.0
3000,-59.5,81.5,168.0
3001,-58.5,81.5,168.0
3002,-57.5,81.5,168.0
3003,-56.5,81.5,168.0
3004,-55.5,81.5,168.0
3005,-54.5,81.5,168.0
3006,-53.5,81.5,168.0
3007,-52.5,81.5,168.0
3008,-51.5,81.5,168.0
3009,-50.5,81.5,168.0
3010,-49.5,81.5,168.0
3011,-48.5,81.5,168.0
3012,-47.5,81.5,168.0
3013,-46.5,81.5,168.0
3014,-45.5,81.5,168.0
3015,-44.5,81.5,168.0
3016,-43.5,81.5,168.0
3017,-42.5,81.5,168.0
3018,-41.5,81.5,168.0
3019,-40.5,81.5,168.0
3020,-39.5,81.5,168.0
3021,-38.5,81.5,168.0
3022,-37.5,81.5,168.0
3023,-36.5,81.5,168.0
3024,-35.5,81.5,168.0
3025,-34.5,81.5,168.0
3026,-33.5,81.5,168.0
3027,-32.5,81.5,168.0
3028,-31.5,81.5,168.0
3029,-30.5,81.5,168.0
3030,-29.5,81.5,168.0
3031,-28.5,81.5,168.0
3032,-27.5,81.5,168.0
3033,-26.5,81.5,168.0
3034,-25.5,81.5,168.0
3035,-24.5,81.5,168.0
3036,-23.5,81.5,168.0
3037,-22.5,81.5,0.0
3038,-21.5,81.5,0.0
3039,-20.5,81.5,0.0
3040,-19.5,81.5,168.0
3041,-18.5,81.5,168.0
3042,-17.5,81.5,168.0
3043,-16.5,81.5,168.0
3044,-15.5,81.5,168.0
3045,-14.5,81.5,168.0
3046,-13.5,81.5,168.0
3047,-12.5,81.5,168.0
3048,-11.5,81.5,2.0
3049,-10.5,81.5,2.0
3050,-9.5,81.5,2.0
3051,-8.5,81.5,2.0
3052,-7.5,81.5,2.0
3053,-6.5,81.5,2.0
3054,-5.5,81.5,2.0
3055,-4.5,81.5,2.0
3056,-3.5,81.5,2.0
3057,-2.5,81.5,1.0
3058,-1.5,81.5,1.0
3059,-0.5,81.5,1.0
3060,0.5,81.5,1.0
3061,1.5,81.5,1.0
3062,2.5,81.5,1.0
3063,3.5,81.5,1.0
3064,4.5,81.5,1.0
3065,5.5,81.5,1.0
3066,6.5,81.5,1.0
3067,7.5,81.5,1.0
3068,8.5,81.5,1.0
3069,9.5,81.5,1.0
3070,10.5,81.5,1.0
3071,11.5,81.5,1.0
3072,12.5,81.5,1.0
3073,13.5,81.5,1.0
3074,14.5,81.5,1.0
3075,15.5,81.5,1.0
3076,16.5,81.5,1.0
3077,17.5,81.5,0.3
3078,18.5,81.5,0.3
3079,19.5,81.5,1.0
3080,20.5,81.5,1.0
3081,21.5,81.5,0.3
3082,22.5,81.5,0.3
3083,23.5,81.5,0.3
3084,24.5,81.5,0.3
3085,25.5,81.5,0.3
3086,26.5,81.5,0.3
3087,27.5,81.5,0.3
3088,28.5,81.5,0.3
3089,29.5,81.5,0.3
3090,30.5,81.5,0.3
3091,31.5,81.5,1.0
3092,32.5,81.5,1.0
3093,33.5,81.5,1.0
3094,34.5,81.5,1.0
3095,35.5,81.5,1.0
3096,36.5,81.5,1.0
3097,37.5,81.5,1.0
3098,38.5,81.5,1.0
3099,39.5,81.5,1.0
3100,40.5,81.5,1.0
3101,41.5,81.5,1.0
3102,42.5,81.5,1.0
3103,43.5,81.5,1.0
3104,44.5,81.5,1.0
3105,45.5,81.5,1.0
3106,46.5,81.5,1.0
3107,47.5,81.5,1.0
3108,48.5,81.5,1.0
3109,49.5,81.5,1.0
3110,50.5,81.5,1.0
3111,51.5,81.5,1.0
3112,52.5,81.5,1.0
3113,53.5,81.5,1.0
3114,54.5,81.5,1.0
3115,55.5,81.5,1.0
3116,56.5,81.5,1.0
3117,57.5,81.5,168.0
3118,58.5,81.5,168.0
3119,59.5,81.5,1.0
3120,60.5,81.5,1.0
3121,61.5,81.5,1.0
3122,62.5,81.5,1.0
3123,63.5,81.5,1.0
3124,64.5,81.5,1.0
3125,65.5,81.5,1.0
3126,66.5,81.5,1.0
3127,67.5,81.5,1.0
3128,68.5,81.5,1.0
3129,69.5,81.5,1.0
3130,70.5,81.5,1.0
3131,71.5,81.5,1.0
3132,72.5,81.5,1.0
3133,73.5,81.5,1.0
3134,74.5,81.5,1.0
3135,75.5,81.5,1.0
3136,76.5,81.5,1.0
3137,77.5,81.5,1.0
3138,78.5,81.5,1.0
3139,79.5,81.5,1.0
3140,80.5,81.5,1.0
3141,81.5,81.5,1.0
3142,82.5,81.5,1.0
3143,83.5,81.5,1.0
3144,84.5,81.5,1.0
3145,85.5,81.5,1.0
3146,86.5,81.5,1.0
3147,87.5,81.5,1.0
3148,88.5,81.5,1.0
3149,89.5,81.5,1.0
3150,90.5,81.5,1.0
3151,91.5,81.5,1.0
3152,92.5,81.5,1.0
3153,93.5,81.5,1.0
3154,94.5,81.5,1.0
3155,95.5,81.5,1.0
3156,96.5,81.5,1.0
3157,97.5,81.5,1.0
3158,98.5,81.5,1.0
3159,99.5,81.5,1.0
3160,100.5,81.5,1.0
3161,101.5,81.5,1.0
3162,102.5,81.5,1.0
3163,103.5,81.5,1.0
3164,104.5,81.5,1.0
3165,105.5,81.5,1.0
3166,106.5,81.5,1.0
3167,107.5,81.5,1.0
3168,108.5,81.5,1.0
3169,109.5,81.5,1.0
3170,110.5,81.5,1.0
3171,111.5,81.5,1.0
3172,112.5,81.5,1.0
3173,113.5,81.5,1.0
3174,114.5,81.5,1.0
3175,115.5,81.5,1.0
3176,116.5,81.5,1.0
3177,117.5,81.5,1.0
3178,118.5,81.5,1.0
3179,119.5,81.5,1.0
3180,120.5,81.5,1.0
3181,121.5,81.5,1.0
3182,122.5,81.5,1.0
3183,123.5,81.5,1.0
3184,124.5,81.5,1.0
3185,125.5,81.5,1.0
3186,126.5,81.5,1.0
3187,127.5,81.5,1.0
3188,128.5,81.5,1.0
3189,129.5,81.5,1.0
3190,130.5,81.5,1.0
3191,131.5,81.5,1.0
3192,132.5,81.5,1.0
3193,133.5,81.5,1.0
3194,134.5,81.5,1.0
3195,135.5,81.5,1.0
3196,136.5,81.5,1.0
3197,137.5,81.5,1.0
3198,138.5,81.5,1.0
3199,139.5,81.5,1.0
3200,140.5,81.5,1.0
3201,141.5,81.5,1.0
3202,142.5,81.5,1.0
3203,143.5,81.5,1.0
3204,144.5,81.5,2.0
3205,145.5,81.5,2.0
3206,146.5,81.5,2.0
3207,147.5,81.5,2.0
3208,148.5,81.5,2.0
3209,149.5,81.5,2.0
3210,150.5,81.5,2.0
3211,151.5,81.5,2.0
3212,152.5,81.5,2.0
3213,153.5,81.5,2.0
3214,154.5,81.5,2.0
3215,155.5,81.5,2.0
3216,156.5,81.5,2.0
3217,157.5,81.5,3.0
3218,158.5,81.5,3.0
3219,159.5,81.5,3.0
3220,160.5,81.5,3.0
3221,161.5,81.5,3.0
3222,162.5,81.5,3.0
3223,163.5,81.5,3.0
3224,164.5,81.5,3.0
3225,165.5,81.5,3.0
3226,166.5,81.5,3.0
